column_name,proper_column_name,description,source_question,responses,dependent_variable,model_type,prefix_group,notes,flag_threshold_positive,flag_threshold_negative,score_high_means,is_subgroup_only,complementary_field,aggregation_guidance
hs_ideology_overall_party_gop,Ideology Overall Party Gop,"Partisanship: Respondents who said 'Always vote for Republicans', 'Mostly vote for Republicans' vs. those who said 'Always vote for Democrats' or 'Mostly Democrats'","When you vote, would you say that you always vote for Democrats, mostly vote for Democrats, mostly vote for Republicans, always vote for Republicans, or usually vote for a third party?","Always Vote for Democrats, Mostly Vote for Democrats, Always Vote for Republicans, Mostly Vote for Republicans, Third Party","Respondents who said 'Always vote for Republicans', 'Mostly vote for Republicans' vs. those who said 'Always vote for Democrats' or 'Mostly Democrats'",score (0–100),hs_,FLAG: 25%,,,higher score = more aligned with dependent variable position,yes,hs_ideology_overall_party_dem,"Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population. Note: scored only on a partisan subgroup — denominator is that subgroup, not all voters."
hf_ideology_overall_party_gop_weak_flag,Ideology Overall Party Gop Weak Flag,Partisanship,"When you vote, would you say that you always vote for Democrats, mostly vote for Democrats, mostly vote for Republicans, always vote for Republicans, or usually vote for a third party?","Always Vote for Democrats, Mostly Vote for Democrats, Always Vote for Republicans, Mostly Vote for Republicans, Third Party",,flag (0/1),hf_,,,,flag=1 means condition met,no,,Share of constituents where flag=1. Compare across districts to identify high-propensity segments.
hs_support_age_limit,Support Age Limit,"Partisanship: Respondents who answered 'strongly support' vs those who answered 'somewhat oppose','strongly oppose','unsure'",Would you support or oppose a maximum age of 75 for federally elected officials?,"Unsure ,Strongly Approve, Somewhat Approve, Somewhat Disapprove, Strongly Disapprove","Respondents who answered 'strongly support' vs those who answered 'somewhat oppose','strongly oppose','unsure'",score (0–100),hs_,Postive_FLAG: 20%,20%,,higher score = more likely to hold the stated/positive position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_support_age_limit_dem,Support Age Limit Dem,"Partisanship: Respondents who answered 'strongly support'’ vs those who answered 'somewhat oppose','strongly oppose','unsure'",Would you support or oppose a maximum age of 75 for federally elected officials?,"Unsure ,Strongly Approve, Somewhat Approve, Somewhat Disapprove, Strongly Disapprove","Respondents who answered 'strongly support'’ vs those who answered 'somewhat oppose','strongly oppose','unsure'",score (0–100),hs_,*Note: This score was limited to likely Democrats; Negative_FLAG: 15%,,15%,higher score = more likely to hold the stated/positive position,yes,,"Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population. Note: scored only on a partisan subgroup — denominator is that subgroup, not all voters."
hs_dem_prim_voter,Dem Prim Voter,Primary Election Choice: Respondents who said ‘democratic’ vs. those who said ‘republican’,When you vote in primaries do you typically vote in the Democratic ones or the Republican ones?,"Democratic, Republican, Don’t Vote in Primaries, Unsure",Respondents who said ‘democratic’ vs. those who said ‘republican’,score (0–100),hs_,FLAG: 30%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_gop_prim_voter,Gop Prim Voter,Primary Election Choice: This DV is the inverse of the primary dem voter score above,When you vote in primaries do you typically vote in the Democratic ones or the Republican ones?,"Democratic, Republican, Don’t Vote in Primaries, Unsure",This DV is the inverse of the primary dem voter score above,score (0–100),hs_,FLAG: 30%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_public_transit_support,Public Transit Support,Public Transit Funding: Respondents who said 'support funding' vs. those who said 'oppose funding',"Would you support expanded funding for public transportation such as buses, subways and commuter rail in your state or community even if it meant your taxes could go up?","Support Higher Funding, Oppose Higher Funding, Unsure",Respondents who said 'support funding' vs. those who said 'oppose funding',score (0–100),hs_,Postive_FLAG: 25%,25%,,higher score = more likely to hold the stated/positive position,no,hs_public_transit_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_public_transit_oppose,Public Transit Oppose,Public Transit Funding: This DV is the inverse of the support transit funding score above,"Would you support expanded funding for public transportation such as buses, subways and commuter rail in your state or community even if it meant your taxes could go up?","Support Higher Funding, Oppose Higher Funding, Unsure",This DV is the inverse of the support transit funding score above,score (0–100),hs_,Negative_FLAG: 10%,,10%,higher score = more likely to hold the opposing/negative position,no,hs_public_transit_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_qanon_believer,Qanon Believer,Qanon: Respondents who said 'definitely yes' vs. those who said 'definitely no',Do you believe that the Trump Administration was fighting an organized “deep state” group within the federal government and that this “deep state” organization used the federal government to run child trafficking rings?,"Definitely Yes, Likely, Unlikely, Definitely No",Respondents who said 'definitely yes' vs. those who said 'definitely no',score (0–100),hs_,FLAG: 15%,,,higher score = more likely to hold the stated/positive position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_qanon_nonbeliever,Qanon Nonbeliever,Qanon: This DV is the inverse of the QAnon believer score above,Do you believe that the Trump Administration was fighting an organized “deep state” group within the federal government and that this “deep state” organization used the federal government to run child trafficking rings?,"Definitely Yes, Likely, Unlikely, Definitely No",This DV is the inverse of the QAnon believer score above,score (0–100),hs_,FLAG: 30%,,,higher score = more likely to hold the opposing/negative position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_college_admissions_consider_race,College Admissions Consider Race,"Race College Admissions: Respondents who answered 'consider race' vs those who answered 'do not consider race','unsure'","Recently, the U.S. Supreme Court decided colleges and universities can no longer take race or ethnicity into consideration during the admissions process. Should colleges and universities be allowed to consider race during admissions?","Unsure , Should Consider Race ,Should Not Consider Race","Respondents who answered 'consider race' vs those who answered 'do not consider race','unsure'",score (0–100),hs_,Postive_FLAG: 20%,20%,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_college_admissions_do_not_consider_race,College Admissions Do Not Consider Race,"Race College Admissions: Respondents who answered 'do not consider race' vs those who answered 'consider race','unsure'","Recently, the U.S. Supreme Court decided colleges and universities can no longer take race or ethnicity into consideration during the admissions process. Should colleges and universities be allowed to consider race during admissions?","Unsure , Should Consider Race ,Should Not Consider Race","Respondents who answered 'do not consider race' vs those who answered 'consider race','unsure'",score (0–100),hs_,Negative_FLAG: 25%,,25%,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_rank_choice_voting_support,Rank Choice Voting Support,"Rank Choice Voting: Respondents who said 'strongly support' vs. those who said 'strongly oppose','somewhat oppose', 'unfamiliar'","Do you support electoral systems that allow voters to rank candidates in order of preference, widely known as Ranked Choice Voting?","Unfamiliar with Rank Choice Voting, Strongly Support Rank Choice Voting, Somewhat Support Rank Choice Voting, Somewhat Against Rank Choice Voting, Strongly Against Rank Choice Voting","Respondents who said 'strongly support' vs. those who said 'strongly oppose','somewhat oppose', 'unfamiliar'",score (0–100),hs_,Postive_FLAG: 15%,15%,,higher score = more likely to hold the stated/positive position,no,hs_rank_choice_voting_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_rank_choice_voting_oppose,Rank Choice Voting Oppose,"Rank Choice Voting: Respondents who said 'strongly oppose','somewhat oppose' vs. those who said 'strongly support','somewhat support','unfamiliar'","Do you support electoral systems that allow voters to rank candidates in order of preference, widely known as Ranked Choice Voting?","Unfamiliar with Rank Choice Voting, Strongly Support Rank Choice Voting, Somewhat Support Rank Choice Voting, Somewhat Against Rank Choice Voting, Strongly Against Rank Choice Voting","Respondents who said 'strongly oppose','somewhat oppose' vs. those who said 'strongly support','somewhat support','unfamiliar'",score (0–100),hs_,Negative_FLAG: 10%,,10%,higher score = more likely to hold the opposing/negative position,no,hs_rank_choice_voting_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_redistrict_independent,Redistrict Independent,"Redistricting: Respondents who said 'independent commission' vs. those who said 'state legislature', 'undecided or unsure'","Thinking about the nation as a whole, would you prefer that redistricting or the drawing of congressional and legislative boundaries be done by state legislatures or by independent commissions?","State Legislatures, Independent Commissions, Undecided or Unsure","Respondents who said 'independent commission' vs. those who said 'state legislature', 'undecided or unsure'",score (0–100),hs_,FLAG: 20%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_redistrict_state_leg,Redistrict State Leg,"Redistricting: Respondents who said ‘state legislature' vs. those who said 'independent commission', 'undecided or unsure'","Thinking about the nation as a whole, would you prefer that redistricting or the drawing of congressional and legislative boundaries be done by state legislatures or by independent commissions?","State Legislatures, Independent Commissions, Undecided or Unsure","Respondents who said ‘state legislature' vs. those who said 'independent commission', 'undecided or unsure'",score (0–100),hs_,FLAG: 20%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_responsiveness_live,Responsiveness Live,Responsiveness: Respondents via live calling to the survey vs. those who we attempted to reach but who did not respond to the survey via live calling,,,Respondents via live calling to the survey vs. those who we attempted to reach but who did not respond to the survey via live calling,score (0–100),hs_,FLAG: 20%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_responsiveness_sms,Responsiveness Sms,Responsiveness: Respondents via texting to the surve vs. those who we attempted to reach but who did not respond to the survey via texting,,,Respondents via texting to the surve vs. those who we attempted to reach but who did not respond to the survey via texting,score (0–100),hs_,FLAG: 8%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_responsiveness_email,Responsiveness Email,Responsiveness: Respondents via email to the survet vs. those who we attempted to reach but who did not respond to the survey via email,,,Respondents via email to the survet vs. those who we attempted to reach but who did not respond to the survey via email,score (0–100),hs_,FLAG: 8%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_religion_important,Religion Important,Importance of Religion: Respondents who said ‘extremely important' vs. those who said 'not important at all',How important would you say religion is in your own life?,"Extremely Important, Moderately Important , Somewhat Important, Not Important at all",Respondents who said ‘extremely important' vs. those who said 'not important at all',score (0–100),hs_,FLAG: 25%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_religion_not_important,Religion Not Important,"Importance of Religion: Respondents who said 'not important at all' vs. those who said 'extremely important', 'somewhat important', 'moderately important'",How important would you say religion is in your own life?,"Extremely Important, Moderately Important , Somewhat Important, Not Important at all","Respondents who said 'not important at all' vs. those who said 'extremely important', 'somewhat important', 'moderately important'",score (0–100),hs_,FLAG: 10 %,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_rideshare_user,Rideshare User,Rideshare User: Respondents who said ‘yes’ vs. those who said ‘no’,Do you often use a ride-sharing service like Uber or Lyft?,"Yes, No",Respondents who said ‘yes’ vs. those who said ‘no’,score (0–100),hs_,FLAG: 9%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_rideshare_user_no,Rideshare User No,Rideshare User: Inverse of Consumer_Focus_Rideshare_Use_Rideshare_User,Do you often use a ride-sharing service like Uber or Lyft?,"Yes, No",Inverse of Consumer_Focus_Rideshare_Use_Rideshare_User,score (0–100),hs_,FLAG: 15%,,,higher score = more likely to hold the opposing/negative position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_right_to_repair_strong_support,Right To Repair Strong Support,"Right to Repair: Respondents who answered 'strongly support' vs those who answered 'strongly oppose', 'somewhat oppose','unsure','somewhat support'","Consumer advocates support “The Right to Repair” which would force companies to make parts, tools and instruction manuals available so consumers could repair their own products, devices and vehicles. Industry advocates claim that this may make products less reliable and less safe. To what extent do you support the Right to Repair?","Unsure, Strongly Support, Somewhat Support, Somewhat Oppose, Strongly Oppose","Respondents who answered 'strongly support' vs those who answered 'strongly oppose', 'somewhat oppose','unsure','somewhat support'",score (0–100),hs_,Postive_FLAG: 20%,20%,,higher score = more likely to hold the stated/positive position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_same_sex_marriage_oppose,Same Sex Marriage Oppose,Same Sex Marriage,Do you support or oppose same-sex marriage?,"Strongly Support, Somewhat Support, Undecided, Somewhat Oppose, Strongly Oppose",,score (0–100),hs_,,,,higher score = more likely to hold the opposing/negative position,no,hs_same_sex_marriage_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_gay_marriage_support,Gay Marriage Support,Same Sex Marriage: Respondents who said 'strongly support' vs. those who said 'strongly oppose',Do you support or oppose same-sex marriage?,"Strongly Support, Somewhat Support, Undecided, Somewhat Oppose, Strongly Oppose",Respondents who said 'strongly support' vs. those who said 'strongly oppose',score (0–100),hs_,Postive_FLAG: 25%,25%,,higher score = more likely to hold the stated/positive position,no,hs_gay_marriage_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_gay_marriage_oppose,Gay Marriage Oppose,Same Sex Marriage: This DV is the inverse of the marriage-equality support score,Do you support or oppose same-sex marriage?,"Strongly Support, Somewhat Support, Undecided, Somewhat Oppose, Strongly Oppose",This DV is the inverse of the marriage-equality support score,score (0–100),hs_,Negative_FLAG: 20%,,20%,higher score = more likely to hold the opposing/negative position,no,hs_gay_marriage_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_school_choice_support,School Choice Support,School Choice: Respondents who said 'school choice' vs. those who said 'no school choice',"School choice allows parents to use the tax dollars associated with their child’s education to enroll them in the school of their choice, whether public or private. Do you agree more with supporters who say this gives parents the flexibility to choose the right schools for their children or with opponents who say that school choice subsidizes the wealthy while starving the schools that need funding the most. Support School Choice, Oppose School Choice, Unsure",,Respondents who said 'school choice' vs. those who said 'no school choice',score (0–100),hs_,FLAG: 20%,,,higher score = more likely to hold the stated/positive position,no,hs_school_choice_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_school_choice_oppose,School Choice Oppose,School Choice: This DV is the inverse of the school choice support score below,"School choice allows parents to use the tax dollars associated with their child’s education to enroll them in the school of their choice, whether public or private. Do you agree more with supporters who say this gives parents the flexibility to choose the right schools for their children or with opponents who say that school choice subsidizes the wealthy while starving the schools that need funding the most. Support School Choice, Oppose School Choice, Unsure",,This DV is the inverse of the school choice support score below,score (0–100),hs_,FLAG: 20%,,,higher score = more likely to hold the opposing/negative position,no,hs_school_choice_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_school_funding_more,School Funding More,School Spending: Respondents who said 'more funding for schools' vs. those who said 'less funding for schools',"Would you support increasing funding for public education in your state or community even if it meant your taxes would be higher, or do you think that enough money is already spent on education and that schools need to spend better not more?","Support More Funding for Schools, Do Not Support More Funding for Schools, Unsure",Respondents who said 'more funding for schools' vs. those who said 'less funding for schools',score (0–100),hs_,Postive_FLAG: 20%,20%,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_school_funding_less,School Funding Less,School Spending: This DV is the inverse of the support school funding score above,"Would you support increasing funding for public education in your state or community even if it meant your taxes would be higher, or do you think that enough money is already spent on education and that schools need to spend better not more?","Support More Funding for Schools, Do Not Support More Funding for Schools, Unsure",This DV is the inverse of the support school funding score above,score (0–100),hs_,Negative_FLAG: 20%,,20%,higher score = more likely to hold the stated/positive position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_social_media_user,Social Media User,"Social Media Use: Respondents who said 'daily' vs. those who said 'monthly or less','never'","How often do you use social media such as Facebook, Twitter, Snapchat or Instagram?","Daily, Weekly, Monthly or less, Never","Respondents who said 'daily' vs. those who said 'monthly or less','never'",score (0–100),hs_,Postive_FLAG: 30%,30%,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_social_media_non_user,Social Media Non User,"Social Media Use: Respondents who said 'daily','weekly','monthly or less' vs. those who said 'never' inversed","How often do you use social media such as Facebook, Twitter, Snapchat or Instagram?","Daily, Weekly, Monthly or less, Never","Respondents who said 'daily','weekly','monthly or less' vs. those who said 'never' inversed",score (0–100),hs_,Negative_FLAG: 20%,,20%,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_social_security_tax_increase_support,Social Security Tax Increase Support,Social Security Tax Increase: Respondents who said 'yes tax increase' vs. those who said 'no tax increase',"To preserve Social Security, would you support a small payroll tax increase and/or raising the cap that exempts income above $118,000?","Yes, No, Unsure",Respondents who said 'yes tax increase' vs. those who said 'no tax increase',score (0–100),hs_,Postive_FLAG: 25%,25%,,higher score = more likely to hold the stated/positive position,no,hs_social_security_tax_increase_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_social_security_tax_increase_oppose,Social Security Tax Increase Oppose,Social Security Tax Increase: This DV is the inverse of the support tax increase score above,"To preserve Social Security, would you support a small payroll tax increase and/or raising the cap that exempts income above $118,000?","Yes, No, Unsure",This DV is the inverse of the support tax increase score above,score (0–100),hs_,Negative_FLAG: 20%,,20%,higher score = more likely to hold the opposing/negative position,no,hs_social_security_tax_increase_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_stadium_public_financing_approve,Stadium Public Financing Approve,Stadium Financing: Respondents who answered ‘strongly approve’ or ‘somewhat approve’ vs those who answered ‘somewhat disapprove’ or ‘strongly disapprove’ or ‘unsure’,"Generally, would you approve of the use of your local taxes to fund the building or enhancement of a professional sports stadium to attract or retain a team?","Unsure ,Strongly Approve, Somewhat Approve, Somewhat Disapprove, Strongly Disapprove",Respondents who answered ‘strongly approve’ or ‘somewhat approve’ vs those who answered ‘somewhat disapprove’ or ‘strongly disapprove’ or ‘unsure’,score (0–100),hs_,Postive_FLAG: 15%,15%,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_stadium_public_financing_disapprove,Stadium Public Financing Disapprove,Stadium Financing: Respondents who answered ‘strongly disapprove’ or ‘somewhat disapprove’ vs those who answered ‘strongly approve’ or ‘somewhat approve’ or ‘unsure’,"Generally, would you approve of the use of your local taxes to fund the building or enhancement of a professional sports stadium to attract or retain a team?","Unsure ,Strongly Approve, Somewhat Approve, Somewhat Disapprove, Strongly Disapprove",Respondents who answered ‘strongly disapprove’ or ‘somewhat disapprove’ vs those who answered ‘strongly approve’ or ‘somewhat approve’ or ‘unsure’,score (0–100),hs_,Negative_FLAG: 20%,,20%,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_supreme_court_gop_not_important,Supreme Court Gop Not Important,Supreme Court as Voting Issue,"When thinking about voting for president and senate, are Supreme Court nominations and approvals an important factor in your decision of who to vote for?","Most Important Factor, One Important Factor, Not Very Important",,score (0–100),hs_,,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_supreme_court_most_important,Supreme Court Most Important,"Supreme Court as Voting Issue: Respondents who said 'most important factor' vs. those who said 'one important factor', 'not very important'","When thinking about voting for president and senate, are Supreme Court nominations and approvals an important factor in your decision of who to vote for?","Most Important Factor, One Important Factor, Not Very Important","Respondents who said 'most important factor' vs. those who said 'one important factor', 'not very important'",score (0–100),hs_,FLAG: 25%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_supreme_court_not_important,Supreme Court Not Important,"Supreme Court as Voting Issue: Respondents who said 'not very important' vs. those who said 'one important factor', 'most important factor'","When thinking about voting for president and senate, are Supreme Court nominations and approvals an important factor in your decision of who to vote for?","Most Important Factor, One Important Factor, Not Very Important","Respondents who said 'not very important' vs. those who said 'one important factor', 'most important factor'",score (0–100),hs_,FLAG: 15%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_supreme_court_dem_most_important,Supreme Court Dem Most Important,Supreme Court as Voting Issue: Respondents who said 'most important factor' vs. those who said 'not very important',"When thinking about voting for president and senate, are Supreme Court nominations and approvals an important factor in your decision of who to vote for?","Most Important Factor, One Important Factor, Not Very Important",Respondents who said 'most important factor' vs. those who said 'not very important',score (0–100),hs_,*note- Universe includes likely DEM voters only; FLAG: 10%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_supreme_court_dem_not_important,Supreme Court Dem Not Important,"Supreme Court as Voting Issue: Respondents who said 'not very important' vs. those who said 'one important factor', 'most important factor'","When thinking about voting for president and senate, are Supreme Court nominations and approvals an important factor in your decision of who to vote for?","Most Important Factor, One Important Factor, Not Very Important","Respondents who said 'not very important' vs. those who said 'one important factor', 'most important factor'",score (0–100),hs_,*note- Universe includes likely DEM voters only; FLAG: 10%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_supreme_court_gop_most_important,Supreme Court Gop Most Important,Supreme Court as Voting Issue: Respondents who said 'most important factor' vs. those who said 'not very important',"When thinking about voting for president and senate, are Supreme Court nominations and approvals an important factor in your decision of who to vote for?","Most Important Factor, One Important Factor, Not Very Important",Respondents who said 'most important factor' vs. those who said 'not very important',score (0–100),hs_,*note- Universe includes likely GOP voters only; FLAG: 10%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_tax_cut_support,Tax Cut Support,Tax Cut Support: Respondents who said 'support cut' vs. those who said 'oppose cut',"Would you support a tax cut for all taxpayers knowing that much of the savings will go to those making more than $1,000,000 per year?","Support Tax Cut, Oppose Tax Cut, Unsure",Respondents who said 'support cut' vs. those who said 'oppose cut',score (0–100),hs_,Postive_FLAG: 25%,25%,,higher score = more likely to hold the stated/positive position,no,hs_tax_cut_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_tax_cut_oppose,Tax Cut Oppose,"Tax Cut Support: Respondents who said 'oppose cut' vs. those who said 'support cut', ‘unsure’","Would you support a tax cut for all taxpayers knowing that much of the savings will go to those making more than $1,000,000 per year?","Support Tax Cut, Oppose Tax Cut, Unsure","Respondents who said 'oppose cut' vs. those who said 'support cut', ‘unsure’",score (0–100),hs_,Negative_FLAG: 15%,,15%,higher score = more likely to hold the opposing/negative position,no,hs_tax_cut_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_teachers_union_positive,Teachers Union Positive,Teachers Unions: Respondents who said ‘positive’ vs. those who said ‘negative’,Do you think Teacher Unions have a positive impact on schools or a negative impact?,"Positive Impact, Negative Impact, Neutral Impact, Unsure",Respondents who said ‘positive’ vs. those who said ‘negative’,score (0–100),hs_,Postive_FLAG: 20%,20%,,higher score = more likely to hold the stated/positive position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_teachers_union_negative,Teachers Union Negative,"Teachers Unions: Respondents who said ‘negative’ vs. those who said ‘positive’ , ‘neutral’,’unsure’",Do you think Teacher Unions have a positive impact on schools or a negative impact?,"Positive Impact, Negative Impact, Neutral Impact, Unsure","Respondents who said ‘negative’ vs. those who said ‘positive’ , ‘neutral’,’unsure’",score (0–100),hs_,Negative_FLAG: 20%,,20%,higher score = more likely to hold the stated/positive position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_telemedicine_like,Telemedicine Like,"Telemedicine: Respondents who said 'ok','great' vs. those who said 'no experience','bad'","How has your experience been with Telemedicine, where you have medical appointments with a doctor, nurse or other medical specialist via a video conference on your phone, computer or tablet?","No Experience with Telemedicine, Great Experience with Telemedicine, OK Experience with Telemedicine, Bad Experience with Telemedicine","Respondents who said 'ok','great' vs. those who said 'no experience','bad'",score (0–100),hs_,Postive_FLAG: 20%,20%,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
